label|data|text
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ multi_microphone ], <mic_type> mic type: [ dynamic ]> )|Dynamic microphones were used the most .....
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ multi_speaker ], <speaker_quantity> speaker quantity: [ >1 ], <change_length> change length: [ 11 ]> )|The area of synthesized AcousticWave is 11 seconds long .... The area of synthesized AcousticWave is 11 seconds long ....
repetition|<inform> inform ( > )|Linear prediction cepstral coefficients LPCCs are derived from the linear prediction coefficients LPCs by a recursive SoftwareAgent ..... Linear Prediction Cepstral Coefficients are an alternative to Entity in terms of cepstral feature computation is from all-pole Abstract of signal . Linear prediction cepstral coefficients LPCCs are derived from the linear prediction coefficients LPCs by a recursive SoftwareAgent ..... Linear prediction cepstral coefficients LPCCs are derived from the linear prediction coefficients LPCs by a recursive SoftwareAgent .....
hallucination|<inform> inform ( <classification> classification: [ bonafide ], <edit_type> edit type: [ none ], <detected_by> detected by: [ CNN ]> )|Two different speeds were detected ..... The audio is not Audiosignal was detected by CNN?
repetition|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-35 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess ..... the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess .....
accurate|<informt> informt ( <model> model: [ CNN ], <task> task: [ classification ]> )|The recording was passed to a FeedforwardNeuralNetwork Abstract for classification .....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-26 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.6994 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a shap value of 0.6994 was used to detect the sample as PhysicalAccess was detected by  .....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ LFCC-45 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.8788 ]> )|Yes person 2 was detected by CepstralFeature with a shap value of  .....
accurate|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-5 ], <shap_value> shap value: [ 0.2454 ]> )|shap determined that the CepstralFeature feature was one of the more important features by assigning it a value of 0.2454 .....
repetition|<inform> inform ( <response> response: [ No ], <classification> classification: [ spoofed ], <spoof_type> spoof type: [ replayed ], <detected_by> detected by: [ CNN ]> )|No the Audiosignal was detected by CNN recording was not a PhysicalAccess recording ..... No the Audiosignal was detected by CNN recording was not a PhysicalAccess recording .....
value_error|<inform> inform ( <classification> classification: [ bonafide ], <edit_type> edit type: [ none ]> )|The audio sample was found to be bonaf.....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-38 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.5641 ]> )|Yes CepstralFeature which a shap value of 0.5641 was used to detect the sample as Audiosignal ..... Yes CepstralFeature which a shap value of 0.5641 was used to detect the sample as Audiosignal .....
hallucination|<inform> inform ( <extracted> extracted: [ MFCC ], <extracted> extracted: [ GTCC ], <model> model: [ SVM ], <speaker_id> speaker id: [ 1 ]> )|Yes CepstralFeature which a shap value of 0 was used to detect the id of speaker 1 for the audio sample .....
hallucination|<inform> inform ( <extracted> extracted: [ MSRCC ], <model> model: [ CNN ], <important> important: [ MSRCC-12 ], <classification> classification: [ bonafide ]> )|Yes CepstralFeature which a shap value of 0.9939 was used to detect the id of speaker 1 for the audio sample ..... the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal .....
value_error|<inform> inform ( <response> response: [ yes ], <feature> feature: [ GTCC-2 ], <determined> determined: [ speaker_id ]> )| CepstralFeature was used to determine speaker id .....
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ MFCC-35 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.4133 ]> )|A professional mixer was used ..... Yes person 2 was detected by CepstralFeature with a shap value of 0.4133 .....
hallucination|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-4 ], <shap_value> shap value: [ 0.7907 ]> )|Yes CepstralFeature which a shap value of 0.9752 was used to detect the id of speaker 7 for the audio sample .....
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-19 ], <shap_value> shap value: [ 0.5217 ]> )|0.5217 determined that the CepstralFeature feature was one of the more important features by assigning it a value of 0.5217 .....
hallucination|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-24 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|Yes person 5 was detected by CepstralFeature with a shap value of -0.3326 ..... the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess .....
accurate|<inform> inform ( <speaker_id> speaker id: [ 2 ]> )|person 2 spoke the audio sample .....
repetition|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MFCC-14 ], <shap_value> shap value: [ -0.1931 ]> )|shap determined that the CepstralFeature feature was one of the more important features by assigning it a value of -0.1931 ..... shap determined that the CepstralFeature feature was one of the more important features by assigning it a value of -0.1931 .....
accurate|<inform> inform ( <extracted> extracted: [ MFCC ], <extracted> extracted: [ GTCC ], <model> model: [ SVM ], <speaker_id> speaker id: [ 3 ]> )|The audio sample had Entity and AudioFeature features extracted and passed through a trained ClassificationAlgorithm which determined the id of speaker 3 .....
value_error|<inform> inform ( <response> response: [ no ], <speaker_id> speaker id: [ 5 ], <feature> feature: [ LFCC-55 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3326 ]> )|Yes person 5 was detected by CepstralFeature with a shap value of -0.3326 .....
hallucination|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-7 ], <shap_value> shap value: [ -0.6482 ]> )|There appears to be a cloned voice on the audio .....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-21 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.5107 ]> )|Yes CepstralFeature which a sha value of 0.5107 was used to detect the sample as Audiosignal .....
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 4 ], <feature> feature: [ LFCC-25 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.6414 ]> )|Yes CepstralFeature which a shap value of -0.6414 was used to detect the id of speaker 4 for the audio sample ..... Yes CepstralFeature which a shap value of -0.6414 was used to detect the id of speaker 4 for the audio sample .....
hallucination|<inform> inform ( <response> response: [ yes ], <feature> feature: [ MFCC-1 ], <determined> determined: [ speaker_id ]> )|shap determined that the CepstralFeature feature was one of the more important features by assigning it a value of -0.6735 ..... yes CepstralFeature was used to determine speaker id .....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ LFCC-13 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.839 ]> )|Yes CepstralFeature which a shap value of 0.839 was used to detect the id of speaker 6 for the audio sample .....
repetition|<inform> inform ( <classification> classification: [ spoof ], <known_mic_signature> known mic signature: [ digital ]> )|The signature is consistent with a digital CaptureDevice .... The signature is consistent with a digital CaptureDevice ....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-19 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.8568 ], <detected_by> detected by: [ CNN ]> )|Ye CepstralFeature which a shap value of -0.8568 was used to detect the sample as PhysicalAccess was detected by CNN .....
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-11 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.809 ]> )|Yes CepstralFeature which a shap value of 0.7316 was used to detect the sample as Audiosignal .....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-6 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.3353 ]> )|Yes person 3 was detected by CepstralFeature with a shap value of 0.3353 .....
accurate|<inform> inform ( <extracted> extracted: [ MFCC ], <model> model: [ CNN ], <important> important: [ MFCC-0 ], <classification> classification: [ bonafide ]> )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal .....
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-0 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.3118 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a shap value of 0.3118 was used to detect the sample as PhysicalAccess was detected by CNN .....
repetition|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-17 ], <shap_value> shap value: [ 0.2636 ]> )|shap determined that the CepstralFeature feature was one of the more important features by assigning it a value of 0.2636 ..... shap determined that the CepstralFeature feature was one of the more important features by assigning it a value of 0.2636 .....
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-3 ], <shap_value> shap value: [ 0.7891 ]> )|shap determined that the CepstralFeature feature was one of the more important features by assigning it a value of 0.78 .....
repetition|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-17 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess ..... the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess .....
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ MFCC-34 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.8748 ]> )|Yes CepstralFeature which a shap value of 0.8748 was used to detect the id of speaker 3 for the audio sample ..... Yes CepstralFeature which a shap value of 0.8748 was used to detect the id of speaker 3 for the audio sample .....
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ MFCC-41 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1403 ]> )|It is not a bona fide audio ..... Yes CepstralFeature which a shap value of 0.1403 was used to detect the id of speaker 1 for the audio sample .....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-5 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.0597 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a shap value of 0.0597 was used to detect the sample as PhysicalAccess was detected by CNN ..... Yes CepstralFeature which a shap value of 0.0597 was used to detect the sample as PhysicalAccess was detected by CNN .....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-32 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.9762 ]> )|Yes CepstralFeature which a shap value of -0.9762 was used to detect the sample as Audiosignal ..... Yes CepstralFeature which a shap value of -0.9762 was used to detect the sample as Audiosignal .....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-39 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3915 ]> )|Yes person 3 was detected by CepstralFeature with a sha value of -0.3915 .....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ GTCC-2 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 1 ]> )|Yes person 1 was detected by CepstralFeature with a  value of 1 .....
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-6 ], <shap_value> shap value: [ -0.917 ]> )|LFCC-6 determined that the CepstralFeature feature was one of the more important features by assigning it a value of -0.917 .....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 7 ], <feature> feature: [ MFCC-31 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.7969 ]> )|Yes person 7 was detected by CepstralFeature with a shap value of - .....
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 4 ], <feature> feature: [ LFCC-47 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.8006 ]> )|Yes person 4 was detected by CepstralFeature with a shap value of -0.8006 ..... Yes person 4 was detected by CepstralFeature with a shap value of -0.8006 .....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ MFCC-40 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.9939 ]> )|Yes CepstralFeature which a shap value of 0.9939 was used to detect the id of speaker 1 for the audio sample .....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-11 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.809 ]> )|Yes CepstralFeature which a shap value of 0.809 was used to detect the sample as Audiosignal ..... Yes CepstralFeature which a shap value of 0.809 was used to detect the sample as Audiosignal .....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ LFCC-54 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.7811 ]> )|Yes person 6 was detected by CepstralFeature with a sha value of 0.7811 .....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ MFCC-16 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.0302 ]> )|Yes person 3 was detected by CepstralFeature with a shap value of 0.03 .....
accurate|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-3 ], <classification> classification: [ bonafide ]> )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal .....
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ GTCC-6 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0 ]> )|The audio sample had Entity and AudioFeature features extracted and passed through a trained ClassificationAlgorithm which determined the id of speaker 3 ..... Yes person 3 was detected by CepstralFeature with a shap value of 0 .....
repetition|<inform> inform ( <extracted> extracted: [ PSRCC ], <model> model: [ CNN ], <important> important: [ PSRCC-4 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess ..... the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess .....
repetition|<inform> inform ( <response> response: [ No ], <classification> classification: [ spoof ], <edit_type> edit type: [ multi_microphone ]> )|No I do not recognize any of the CaptureDevice signatures ..... No I do not recognize any of the CaptureDevice signatures .....
repetition|<inform> inform ( <response> response: [ Yes ], <classification> classification: [ spoof ], <edit_type> edit type: [ sampling ]> )|Yes . Yes . Yes . There is evidence of sampling .....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-1 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.5782 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a sha value of -0.5782 was used to detect the sample as PhysicalAccess was detected by CNN .....
hallucination|<inform> inform ( <speaker_id> speaker id: [ 5 ]> )|yes CepstralFeature was used to determine speaker id .....
accurate|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-5 ], <classification> classification: [ bonafide ]> )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal .....
accurate|<inform> inform ( <classification> classification: [ spoofed ], <spoof_type> spoof type: [ replayed ], <model> model: [ GMM ], <detected_by> detected by: [ CNN ]> )|The recording file was classified as being PhysicalAccess was detected by CNN by a MixtureModel Abstract .....
hallucination|<inform> inform ( <classification> classification: [ spoof ]> )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal .....
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-58 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.7518 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a shap value of 0.7518 was used to detect the sample as PhysicalAccess was detected by CNN .....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-9 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.9541 ], <detected_by> detected by: [ CNN ]> )|replayed CepstralFeature which a shap value of 0.9541 was used to detect the sample as PhysicalAccess was detected by CNN .....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ LFCC-13 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.839 ]> )|Yes CepstralFeature which a shap value of 0.839 was used to detect the id of speaker 6 for the audio sample .....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ GTCC-9 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -1 ]> )|Yes CepstralFeature which a shap value of -1 was used to detect the sample as Audiosignal ..... Yes CepstralFeature which a shap value of -1 was used to detect the sample as Audiosignal .....
accurate|<inform> inform ( > )|The Interpreters values indicate the contribution of the features on the outcome of the classification Abstract .....
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-31 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.0632 ]> )|Yes CepstralFeature which a shap value of 0.8902 was used to detect the sample as PhysicalAccess was detected by CNN .....
hallucination|<inform> inform ( > )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal ..... The Mel physicalattribute Cepstral Coefficients Entity are used for automatic AcousticWave recognition . the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal ..... They lead to a compact Abstract of the frequency spectrum. the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal ..... the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal ..... The mel in the name describes the perceived pitch. the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal ..... The linear modeling of speech generation serves as the actual basis for the generation of MFCCs A periodic excitation signal vocal cords is formed by a linear SoftwareAgent mouth tongue nasal cavities ... . The Operation or its impulse response is primarily important for speech recognition since what was said and not in which perception is of interest for the analysis .....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-2 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.3903 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a shap value of 0.3903 was used to detect the sample as PhysicalAccess was detected by CNN ..... Yes CepstralFeature which a shap value of 0.3903 was used to detect the sample as PhysicalAccess was detected by CNN .....
value_error|<inform> inform ( <response> response: [ no ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ LFCC-56 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.4735 ]> )|Yes person 1 was detected by CepstralFeature with a shap value of -0.4735 .....
repetition|<inform> inform ( > )|Due to the weighting function the two signals would each be represented by different SCF and SCM values . Spectral centroid physicalattribute SCM is the weighted average magnitude for a given subband where the weights are the frequency of each magnitude component in that subband . Due to the weighting function the two signals would each be represented by different SCF and SCM values . SCM captures to a first order approximation the distribution of energy in a subband for two arbitrary signals with the same average energy . Due to the weighting function the two signals would each be represented by different SCF and SCM values . Due to the weighting function the two signals would each be represented by different SCF and SCM values . The different steepness of the weighting function with respect to the subband bandwidth may also be noted this results in different feature element variances . As the spectral centroid magnitude is the magnitude at the position of the spectral centroid frequency it will carry formant related information which is useful for speaker recognition .....
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ MFCC-16 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.0302 ]> )|Yes person 3 was detected by CepstralFeature with a shap value of 0.0302 ..... Yes person 3 was detected by CepstralFeature with a shap value of 0.0302 .....
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ MFCC-35 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.4133 ]> )|A professional mixer was used .....
accurate|<inform> inform ( <classification> classification: [ spoofed ]> )|Yes the recording shows signs of being edited .....
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ GTCC-1 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0 ]> )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess .....
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-33 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.2295 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a shap value of -0.2295 was used to detect the sample as PhysicalAccess was detected by CNN .....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ LFCC-15 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.3767 ]> )|Yes person 1 was detected by CepstralFeature with a shap value of 0.3767 .....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-44 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1772 ]> )|Yes CepstralFeature which a shap value of 0.1772 was used to detect the id of speaker 3 for the audio sample .....
hallucination|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-16 ], <classification> classification: [ bonafide ]> )|Yes CepstralFeature which a shap value of -0.0361 was used to detect the sample as PhysicalAccess was detected by CNN ..... the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal .....
accurate|<inform> inform ( <response> response: [ Yes ], <classification> classification: [ spoof ], <spoof_type> spoof type: [ replayed ], <detected_by> detected by: [ CNN ]> )|Yes the recording is PhysicalAccess was detected by CNN .....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-37 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.4298 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a shap value of shap was used to detect the sample as PhysicalAccess was detected by CNN .....
repetition|<inform> inform ( <speaker_id> speaker id: [ 5 ], <model> model: [ SVM ]> )|the audio sample was used in a ClassificationAlgorithm Abstract tasked at detecting speaker id determined to be 5 ..... the audio sample was used in a ClassificationAlgorithm Abstract tasked at detecting speaker id determined to be 5 .....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 7 ], <feature> feature: [ MFCC-22 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1394 ]> )|Yes CepstralFeature which a shap value of 0.1394 was used to detect the id of speaker 7 for the audio sample .....
hallucination|<inform> inform ( <response> response: [ Yes ], <classification> classification: [ spoofed ]> )|Yes CepstralFeature which a shap value of 0.5482 was used to detect the id of speaker 2 for the audio sample ..... Yes the recording is fake ....
repetition|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-24 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess ..... the audio sample had Entity features extracted and CepstralFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess .....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-34 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.3612 ]> )|Yes CepstralFeature which a shap value of  was used to detect the sample as Audiosignal .....
value_error|<inform> inform ( <response> response: [ Yes ], <classification> classification: [ spoofed ], <detected_by> detected by: [ CNN ]> )|CNN this is a Audiosignal was detected by CNN recording
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-13 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.2494 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a shap value of 0.2494 was used to detect the sample as PhysicalAccess was detected by CNN .....
value_error|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ speed ]> )|Other samples show the person speaks at a different spee .....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-26 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.8434 ]> )|Yes CepstralFeature which a sh value of 0.8434 was used to detect the sample as Audiosignal .....
hallucination|<inform> inform ( > )|Subband Spectral Flux Coefficients are calculated by First the subband spectral flux SSF of the i-th subband of the t-th AcousticWave frame is computed . It is not a bona fide audio ..... Then SSFCs are then obtained by performing logarithm and DCT on the SSFs .....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-55 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.3192 ], <detected_by> detected by: [ CNN ]> )|Yes CepstralFeature which a shap value of 0.3192 was used to detect the sample as PhysicalAccess was detected by CNN ..... Yes CepstralFeature which a shap value of 0.3192 was used to detect the sample as PhysicalAccess was detected by CNN .....
value_error|<inform> inform ( <response> response: [ no ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ MFCC-29 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.6411 ]> )|Yes CepstralFeature which a shap value of -0.6411 was used to detect the id of speaker 1 for the audio sample .....
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ speed ], <change_at> change at: [ 2 ]> )|Two different speeds were detected .....
repetition|<inform> inform ( <interpreter> interpreter: [ SHAP ], <feature> feature: [ CQCC-0 ], <feature> feature: [ MFCC-0 ], <feature> feature: [ LFCC-2 ], <feature> feature: [ MFCC-4 ]> )|Interpreters determined that ConstantQFeature CepstralFeature LFCC MFCC-4 had the highest impact on classification ..... Interpreters determined that ConstantQFeature CepstralFeature LFCC MFCC-4 had the highest impact on classification .....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-35 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.8694 ]> )|Yes CepstralFeature which a shap value of - was used to detect the sample as Audiosignal .....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 4 ], <feature> feature: [ PSRCC-0 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.8051 ]> )|Yes CepstralFeature which a sha value of -0.8051 was used to detect the id of speaker 4 for the audio sample .....
